x_over_L,ux,ux_block_sd,ux_naive_block_se,uy,uy_block_sd,uy_naive_block_se,T,T_block_sd,T_naive_block_se
0.03749999999999998,1.3546702024629586e-06,5.629746641071074e-05,1.504613078944955e-05,-0.00010346475956080669,5.414390036338248e-05,1.4470566053100167e-05,0.7297906950656293,6.083050957960948e-05,1.625763753641206e-05
0.04249999999999998,2.418767113566721e-07,5.198106337847215e-05,1.389252355445891e-05,-0.00011973886629136975,6.466837317729653e-05,1.7283349727820383e-05,0.7296563874496461,8.167622833505221e-05,2.1828890219548798e-05
0.04749999999999999,8.3519244798177e-08,5.396561172818201e-05,1.442291641103762e-05,-0.0001472803134410271,7.51827782509186e-05,2.0093442685766915e-05,0.7294985160888481,5.925805703803202e-05,1.583738191730172e-05
0.05249999999999999,6.794565359146985e-06,4.749204590258063e-05,1.2692783168885564e-05,-0.00012099599942584326,5.719633436578221e-05,1.5286363355437233e-05,0.7294004067890256,5.303810374565464e-05,1.4175029475743666e-05
0.057499999999999996,2.6108336830171707e-05,5.2460502490638586e-05,1.4020659046997902e-05,-0.00011735543664787838,5.292828835895812e-05,1.4145680079114063e-05,0.7292021239914599,7.469861571120729e-05,1.9964044804116194e-05
0.0625,2.6041827695774356e-05,4.4663689523656165e-05,1.1936873130483286e-05,-0.00013843738541451404,7.455270027265971e-05,1.9925047262795772e-05,0.7290076011804834,6.410549419975231e-05,1.713291399323552e-05
0.0675,3.402655855636891e-05,4.8781559263918995e-05,1.3037420111299522e-05,-0.00015074402054219036,4.356948680689433e-05,1.1644435153497568e-05,0.7287949908691299,8.039981018615196e-05,2.1487753119874162e-05
0.07250000000000001,2.0100404512496718e-05,5.6456623279531654e-05,1.5088667251869519e-05,-0.00012945253749519254,4.2535599873726754e-05,1.1368117247742174e-05,0.7286102832988014,6.827028110820031e-05,1.8246000114687937e-05
0.07750000000000001,2.8189303849568455e-05,4.28608820482449e-05,1.1455052565675868e-05,-0.0001237043995590448,4.267037609182317e-05,1.1404137707170882e-05,0.7283812982280089,6.288998054050762e-05,1.680805430310427e-05
0.08250000000000002,3.357287589041559e-05,5.114590270079538e-05,1.3669317474546591e-05,-0.00012747859983390627,5.850653354101409e-05,1.5636528814162338e-05,0.7281420106090932,9.10922625072546e-05,2.4345431206301438e-05
0.08750000000000002,2.586093812449173e-05,6.154373072203334e-05,1.644825390469446e-05,-0.00012469940826247784,5.814585523849978e-05,1.55401334831015e-05,0.7278859799776227,8.203412203503214e-05,2.192454133427807e-05
0.09250000000000003,2.7851433711813223e-05,6.238075018871557e-05,1.6671956766864825e-05,-0.0001267046304815385,4.894423144630416e-05,1.3080896080788388e-05,0.7275937417444024,6.950902894688906e-05,1.8577069400472228e-05
0.09750000000000003,2.3543112005809654e-05,6.208952564373025e-05,1.659412373329667e-05,-0.00013030902525516558,6.402818379376895e-05,1.7112251918119653e-05,0.7272800566076216,7.416528061633538e-05,1.982150500430525e-05
0.10250000000000004,2.1379562313197876e-05,5.513133665083968e-05,1.4734469501595374e-05,-0.00012818904629804975,6.001554416482885e-05,1.6039828867542114e-05,0.7269641427216911,6.24492176029008e-05,1.6690255453010502e-05
0.10750000000000004,2.2813065271938143e-05,4.7388079034841064e-05,1.2664996854695743e-05,-0.0001258444391182261,6.793339318354849e-05,1.8155963029560195e-05,0.7266094049782754,7.882946588992389e-05,2.1068060953034157e-05
0.11250000000000004,1.550337553207624e-05,5.74661785504828e-05,1.5358482247363154e-05,-0.00012607127454359693,4.782111750798384e-05,1.278073125482374e-05,0.7262622103322925,5.417012628050922e-05,1.4477575224281751e-05
0.11750000000000005,3.2823378603886225e-05,5.3413773169505536e-05,1.4275431352510581e-05,-0.00014903874498946985,5.343404721263893e-05,1.4280849818457001e-05,0.7258964540761584,5.87595889654232e-05,1.5704160721162593e-05
0.12250000000000005,4.062060451794151e-05,4.183399427668975e-05,1.1180605264545357e-05,-0.00015979890934457658,6.0819569603316054e-05,1.6254713704761385e-05,0.7255220305790999,5.8663501363189846e-05,1.5678480229257322e-05
